repository,file_name,file_path,file_extension,line_count,character_count,source_code
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial002_tutorial003_tutorial004.py,tests/test_tutorial/test_dependencies/test_tutorial002_tutorial003_tutorial004.py,.py,180,6477,"import importlib

import pytest
from fastapi.testclient import TestClient
from inline_snapshot import snapshot

from ...utils import needs_py310


@pytest.fixture(
    name=""client"",
    params=[
        pytest.param(""tutorial002_py310"", marks=needs_py310),
        pytest.param(""tutorial002_an_py310"", marks=needs_py310),
        pytest.param(""tutorial003_py310"", marks=needs_py310),
        pytest.param(""tutorial003_an_py310"", marks=needs_py310),
        pytest.param(""tutorial004_py310"", marks=needs_py310),
        pytest.param(""tutorial004_an_py310"", marks=needs_py310),
    ],
)
def get_client(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    client = TestClient(mod.app)
    return client


@pytest.mark.parametrize(
    ""path,expected_status,expected_response"",
    [
        (
            ""/items"",
            200,
            {
                ""items"": [
                    {""item_name"": ""Foo""},
                    {""item_name"": ""Bar""},
                    {""item_name"": ""Baz""},
                ]
            },
        ),
        (
            ""/items?q=foo"",
            200,
            {
                ""items"": [
                    {""item_name"": ""Foo""},
                    {""item_name"": ""Bar""},
                    {""item_name"": ""Baz""},
                ],
                ""q"": ""foo"",
            },
        ),
        (
            ""/items?q=foo&skip=1"",
            200,
            {""items"": [{""item_name"": ""Bar""}, {""item_name"": ""Baz""}], ""q"": ""foo""},
        ),
        (
            ""/items?q=bar&limit=2"",
            200,
            {""items"": [{""item_name"": ""Foo""}, {""item_name"": ""Bar""}], ""q"": ""bar""},
        ),
        (
            ""/items?q=bar&skip=1&limit=1"",
            200,
            {""items"": [{""item_name"": ""Bar""}], ""q"": ""bar""},
        ),
        (
            ""/items?limit=1&q=bar&skip=1"",
            200,
            {""items"": [{""item_name"": ""Bar""}], ""q"": ""bar""},
        ),
    ],
)
def test_get(path, expected_status, expected_response, client: TestClient):
    response = client.get(path)
    assert response.status_code == expected_status
    assert response.json() == expected_response


def test_openapi_schema(client: TestClient):
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/items/"": {
                    ""get"": {
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                        ""summary"": ""Read Items"",
                        ""operationId"": ""read_items_items__get"",
                        ""parameters"": [
                            {
                                ""required"": False,
                                ""schema"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""null""}],
                                    ""title"": ""Q"",
                                },
                                ""name"": ""q"",
                                ""in"": ""query"",
                            },
                            {
                                ""required"": False,
                                ""schema"": {
                                    ""title"": ""Skip"",
                                    ""type"": ""integer"",
                                    ""default"": 0,
                                },
                                ""name"": ""skip"",
                                ""in"": ""query"",
                            },
                            {
                                ""required"": False,
                                ""schema"": {
                                    ""title"": ""Limit"",
                                    ""type"": ""integer"",
                                    ""default"": 100,
                                },
                                ""name"": ""limit"",
                                ""in"": ""query"",
                            },
                        ],
                    }
                }
            },
            ""components"": {
                ""schemas"": {
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial008b.py,tests/test_tutorial/test_dependencies/test_tutorial008b.py,.py,36,1032,"import importlib

import pytest
from fastapi.testclient import TestClient


@pytest.fixture(
    name=""client"",
    params=[
        pytest.param(""tutorial008b_py310""),
        pytest.param(""tutorial008b_an_py310""),
    ],
)
def get_client(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    client = TestClient(mod.app)
    return client


def test_get_no_item(client: TestClient):
    response = client.get(""/items/foo"")
    assert response.status_code == 404, response.text
    assert response.json() == {""detail"": ""Item not found""}


def test_owner_error(client: TestClient):
    response = client.get(""/items/plumbus"")
    assert response.status_code == 400, response.text
    assert response.json() == {""detail"": ""Owner error: Rick""}


def test_get_item(client: TestClient):
    response = client.get(""/items/portal-gun"")
    assert response.status_code == 200, response.text
    assert response.json() == {""description"": ""Gun to create portals"", ""owner"": ""Rick""}
"
fastapi,test_tutorial008c.py,tests/test_tutorial/test_dependencies/test_tutorial008c.py,.py,47,1414,"import importlib
from types import ModuleType

import pytest
from fastapi.exceptions import FastAPIError
from fastapi.testclient import TestClient


@pytest.fixture(
    name=""mod"",
    params=[
        pytest.param(""tutorial008c_py310""),
        pytest.param(""tutorial008c_an_py310""),
    ],
)
def get_mod(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    return mod


def test_get_no_item(mod: ModuleType):
    client = TestClient(mod.app)
    response = client.get(""/items/foo"")
    assert response.status_code == 404, response.text
    assert response.json() == {""detail"": ""Item not found, there's only a plumbus here""}


def test_get(mod: ModuleType):
    client = TestClient(mod.app)
    response = client.get(""/items/plumbus"")
    assert response.status_code == 200, response.text
    assert response.json() == ""plumbus""


def test_fastapi_error(mod: ModuleType):
    client = TestClient(mod.app)
    with pytest.raises(FastAPIError) as exc_info:
        client.get(""/items/portal-gun"")
    assert ""raising an exception and a dependency with yield"" in exc_info.value.args[0]


def test_internal_server_error(mod: ModuleType):
    client = TestClient(mod.app, raise_server_exceptions=False)
    response = client.get(""/items/portal-gun"")
    assert response.status_code == 500, response.text
    assert response.text == ""Internal Server Error""
"
fastapi,test_tutorial011.py,tests/test_tutorial/test_dependencies/test_tutorial011.py,.py,127,4514,"import importlib

import pytest
from fastapi.testclient import TestClient
from inline_snapshot import snapshot


@pytest.fixture(
    name=""client"",
    params=[
        ""tutorial011_py310"",
        pytest.param(""tutorial011_an_py310""),
    ],
)
def get_client(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    client = TestClient(mod.app)
    return client


@pytest.mark.parametrize(
    ""path,expected_status,expected_response"",
    [
        (
            ""/query-checker/"",
            200,
            {""fixed_content_in_query"": False},
        ),
        (
            ""/query-checker/?q=qwerty"",
            200,
            {""fixed_content_in_query"": False},
        ),
        (
            ""/query-checker/?q=foobar"",
            200,
            {""fixed_content_in_query"": True},
        ),
    ],
)
def test_get(path, expected_status, expected_response, client: TestClient):
    response = client.get(path)
    assert response.status_code == expected_status
    assert response.json() == expected_response


def test_openapi_schema(client: TestClient):
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/query-checker/"": {
                    ""get"": {
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                        ""summary"": ""Read Query Check"",
                        ""operationId"": ""read_query_check_query_checker__get"",
                        ""parameters"": [
                            {
                                ""required"": False,
                                ""schema"": {
                                    ""type"": ""string"",
                                    ""default"": """",
                                    ""title"": ""Q"",
                                },
                                ""name"": ""q"",
                                ""in"": ""query"",
                            },
                        ],
                    }
                }
            },
            ""components"": {
                ""schemas"": {
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,__init__.py,tests/test_tutorial/test_dependencies/__init__.py,.py,0,0,
fastapi,test_tutorial008e.py,tests/test_tutorial/test_dependencies/test_tutorial008e.py,.py,24,576,"import importlib

import pytest
from fastapi.testclient import TestClient


@pytest.fixture(
    name=""client"",
    params=[
        pytest.param(""tutorial008e_py310""),
        pytest.param(""tutorial008e_an_py310""),
    ],
)
def get_client(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    client = TestClient(mod.app)
    return client


def test_get_users_me(client: TestClient):
    response = client.get(""/users/me"")
    assert response.status_code == 200, response.text
    assert response.json() == ""Rick""
"
fastapi,test_tutorial005.py,tests/test_tutorial/test_dependencies/test_tutorial005.py,.py,144,5129,"import importlib

import pytest
from fastapi.testclient import TestClient
from inline_snapshot import snapshot

from ...utils import needs_py310


@pytest.fixture(
    name=""client"",
    params=[
        pytest.param(""tutorial005_py310"", marks=needs_py310),
        pytest.param(""tutorial005_an_py310"", marks=needs_py310),
    ],
)
def get_client(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    client = TestClient(mod.app)
    return client


@pytest.mark.parametrize(
    ""path,cookie,expected_status,expected_response"",
    [
        (
            ""/items"",
            ""from_cookie"",
            200,
            {""q_or_cookie"": ""from_cookie""},
        ),
        (
            ""/items?q=foo"",
            ""from_cookie"",
            200,
            {""q_or_cookie"": ""foo""},
        ),
        (
            ""/items"",
            None,
            200,
            {""q_or_cookie"": None},
        ),
    ],
)
def test_get(path, cookie, expected_status, expected_response, client: TestClient):
    if cookie is not None:
        client.cookies.set(""last_query"", cookie)
    else:
        client.cookies.clear()
    response = client.get(path)
    assert response.status_code == expected_status
    assert response.json() == expected_response


def test_openapi_schema(client: TestClient):
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/items/"": {
                    ""get"": {
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                        ""summary"": ""Read Query"",
                        ""operationId"": ""read_query_items__get"",
                        ""parameters"": [
                            {
                                ""required"": False,
                                ""schema"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""null""}],
                                    ""title"": ""Q"",
                                },
                                ""name"": ""q"",
                                ""in"": ""query"",
                            },
                            {
                                ""required"": False,
                                ""schema"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""null""}],
                                    ""title"": ""Last Query"",
                                },
                                ""name"": ""last_query"",
                                ""in"": ""cookie"",
                            },
                        ],
                    }
                }
            },
            ""components"": {
                ""schemas"": {
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial008.py,tests/test_tutorial/test_dependencies/test_tutorial008.py,.py,64,1525,"import importlib
import sys
from types import ModuleType
from typing import Annotated, Any
from unittest.mock import Mock, patch

import pytest
from fastapi import Depends, FastAPI
from fastapi.testclient import TestClient


@pytest.fixture(
    name=""module"",
    params=[
        ""tutorial008_py310"",
        pytest.param(
            ""tutorial008_an_py310"",
            marks=pytest.mark.xfail(
                sys.version_info < (3, 14),
                reason=""Fails with `NameError: name 'DepA' is not defined`"",
            ),
        ),
    ],
)
def get_module(request: pytest.FixtureRequest):
    mod_name = f""docs_src.dependencies.{request.param}""
    mod = importlib.import_module(mod_name)
    return mod


def test_get_db(module: ModuleType):
    app = FastAPI()

    @app.get(""/"")
    def read_root(c: Annotated[Any, Depends(module.dependency_c)]):
        return {""c"": str(c)}

    client = TestClient(app)

    a_mock = Mock()
    b_mock = Mock()
    c_mock = Mock()

    with (
        patch(
            f""{module.__name__}.generate_dep_a"",
            return_value=a_mock,
            create=True,
        ),
        patch(
            f""{module.__name__}.generate_dep_b"",
            return_value=b_mock,
            create=True,
        ),
        patch(
            f""{module.__name__}.generate_dep_c"",
            return_value=c_mock,
            create=True,
        ),
    ):
        response = client.get(""/"")

    assert response.status_code == 200
    assert response.json() == {""c"": str(c_mock)}
"
fastapi,test_tutorial012.py,tests/test_tutorial/test_dependencies/test_tutorial012.py,.py,233,8599,"import importlib

import pytest
from fastapi.testclient import TestClient
from inline_snapshot import snapshot


@pytest.fixture(
    name=""client"",
    params=[
        pytest.param(""tutorial012_py310""),
        pytest.param(""tutorial012_an_py310""),
    ],
)
def get_client(request: pytest.FixtureRequest):
    mod = importlib.import_module(f""docs_src.dependencies.{request.param}"")

    client = TestClient(mod.app)
    return client


def test_get_no_headers_items(client: TestClient):
    response = client.get(""/items/"")
    assert response.status_code == 422, response.text
    assert response.json() == {
        ""detail"": [
            {
                ""type"": ""missing"",
                ""loc"": [""header"", ""x-token""],
                ""msg"": ""Field required"",
                ""input"": None,
            },
            {
                ""type"": ""missing"",
                ""loc"": [""header"", ""x-key""],
                ""msg"": ""Field required"",
                ""input"": None,
            },
        ]
    }


def test_get_no_headers_users(client: TestClient):
    response = client.get(""/users/"")
    assert response.status_code == 422, response.text
    assert response.json() == {
        ""detail"": [
            {
                ""type"": ""missing"",
                ""loc"": [""header"", ""x-token""],
                ""msg"": ""Field required"",
                ""input"": None,
            },
            {
                ""type"": ""missing"",
                ""loc"": [""header"", ""x-key""],
                ""msg"": ""Field required"",
                ""input"": None,
            },
        ]
    }


def test_get_invalid_one_header_items(client: TestClient):
    response = client.get(""/items/"", headers={""X-Token"": ""invalid""})
    assert response.status_code == 400, response.text
    assert response.json() == {""detail"": ""X-Token header invalid""}


def test_get_invalid_one_users(client: TestClient):
    response = client.get(""/users/"", headers={""X-Token"": ""invalid""})
    assert response.status_code == 400, response.text
    assert response.json() == {""detail"": ""X-Token header invalid""}


def test_get_invalid_second_header_items(client: TestClient):
    response = client.get(
        ""/items/"", headers={""X-Token"": ""fake-super-secret-token"", ""X-Key"": ""invalid""}
    )
    assert response.status_code == 400, response.text
    assert response.json() == {""detail"": ""X-Key header invalid""}


def test_get_invalid_second_header_users(client: TestClient):
    response = client.get(
        ""/users/"", headers={""X-Token"": ""fake-super-secret-token"", ""X-Key"": ""invalid""}
    )
    assert response.status_code == 400, response.text
    assert response.json() == {""detail"": ""X-Key header invalid""}


def test_get_valid_headers_items(client: TestClient):
    response = client.get(
        ""/items/"",
        headers={
            ""X-Token"": ""fake-super-secret-token"",
            ""X-Key"": ""fake-super-secret-key"",
        },
    )
    assert response.status_code == 200, response.text
    assert response.json() == [{""item"": ""Portal Gun""}, {""item"": ""Plumbus""}]


def test_get_valid_headers_users(client: TestClient):
    response = client.get(
        ""/users/"",
        headers={
            ""X-Token"": ""fake-super-secret-token"",
            ""X-Key"": ""fake-super-secret-key"",
        },
    )
    assert response.status_code == 200, response.text
    assert response.json() == [{""username"": ""Rick""}, {""username"": ""Morty""}]


def test_openapi_schema(client: TestClient):
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/items/"": {
                    ""get"": {
                        ""summary"": ""Read Items"",
                        ""operationId"": ""read_items_items__get"",
                        ""parameters"": [
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""X-Token"", ""type"": ""string""},
                                ""name"": ""x-token"",
                                ""in"": ""header"",
                            },
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""X-Key"", ""type"": ""string""},
                                ""name"": ""x-key"",
                                ""in"": ""header"",
                            },
                        ],
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                    }
                },
                ""/users/"": {
                    ""get"": {
                        ""summary"": ""Read Users"",
                        ""operationId"": ""read_users_users__get"",
                        ""parameters"": [
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""X-Token"", ""type"": ""string""},
                                ""name"": ""x-token"",
                                ""in"": ""header"",
                            },
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""X-Key"", ""type"": ""string""},
                                ""name"": ""x-key"",
                                ""in"": ""header"",
                            },
                        ],
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                    }
                },
            },
            ""components"": {
                ""schemas"": {
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial002.py,tests/test_tutorial/test_handling_errors/test_tutorial002.py,.py,97,3904,"from fastapi.testclient import TestClient
from inline_snapshot import snapshot

from docs_src.handling_errors.tutorial002_py310 import app

client = TestClient(app)


def test_get_item_header():
    response = client.get(""/items-header/foo"")
    assert response.status_code == 200, response.text
    assert response.json() == {""item"": ""The Foo Wrestlers""}


def test_get_item_not_found_header():
    response = client.get(""/items-header/bar"")
    assert response.status_code == 404, response.text
    assert response.headers.get(""x-error"") == ""There goes my error""
    assert response.json() == {""detail"": ""Item not found""}


def test_openapi_schema():
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/items-header/{item_id}"": {
                    ""get"": {
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                        ""summary"": ""Read Item Header"",
                        ""operationId"": ""read_item_header_items_header__item_id__get"",
                        ""parameters"": [
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""Item Id"", ""type"": ""string""},
                                ""name"": ""item_id"",
                                ""in"": ""path"",
                            }
                        ],
                    }
                }
            },
            ""components"": {
                ""schemas"": {
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial006.py,tests/test_tutorial/test_handling_errors/test_tutorial006.py,.py,111,4196,"from fastapi.testclient import TestClient
from inline_snapshot import snapshot

from docs_src.handling_errors.tutorial006_py310 import app

client = TestClient(app)


def test_get_validation_error():
    response = client.get(""/items/foo"")
    assert response.status_code == 422, response.text
    assert response.json() == {
        ""detail"": [
            {
                ""type"": ""int_parsing"",
                ""loc"": [""path"", ""item_id""],
                ""msg"": ""Input should be a valid integer, unable to parse string as an integer"",
                ""input"": ""foo"",
            }
        ]
    }


def test_get_http_error():
    response = client.get(""/items/3"")
    assert response.status_code == 418, response.text
    assert response.json() == {""detail"": ""Nope! I don't like 3.""}


def test_get():
    response = client.get(""/items/2"")
    assert response.status_code == 200, response.text
    assert response.json() == {""item_id"": 2}


def test_openapi_schema():
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/items/{item_id}"": {
                    ""get"": {
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                        ""summary"": ""Read Item"",
                        ""operationId"": ""read_item_items__item_id__get"",
                        ""parameters"": [
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""Item Id"", ""type"": ""integer""},
                                ""name"": ""item_id"",
                                ""in"": ""path"",
                            }
                        ],
                    }
                }
            },
            ""components"": {
                ""schemas"": {
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""$ref"": ""#/components/schemas/ValidationError""
                                },
                            }
                        },
                    },
                }
            },
        }
    )
"
fastapi,test_tutorial003.py,tests/test_tutorial/test_handling_errors/test_tutorial003.py,.py,98,3827,"from fastapi.testclient import TestClient
from inline_snapshot import snapshot

from docs_src.handling_errors.tutorial003_py310 import app

client = TestClient(app)


def test_get():
    response = client.get(""/unicorns/shinny"")
    assert response.status_code == 200, response.text
    assert response.json() == {""unicorn_name"": ""shinny""}


def test_get_exception():
    response = client.get(""/unicorns/yolo"")
    assert response.status_code == 418, response.text
    assert response.json() == {
        ""message"": ""Oops! yolo did something. There goes a rainbow...""
    }


def test_openapi_schema():
    response = client.get(""/openapi.json"")
    assert response.status_code == 200, response.text
    assert response.json() == snapshot(
        {
            ""openapi"": ""3.1.0"",
            ""info"": {""title"": ""FastAPI"", ""version"": ""0.1.0""},
            ""paths"": {
                ""/unicorns/{name}"": {
                    ""get"": {
                        ""responses"": {
                            ""200"": {
                                ""description"": ""Successful Response"",
                                ""content"": {""application/json"": {""schema"": {}}},
                            },
                            ""422"": {
                                ""description"": ""Validation Error"",
                                ""content"": {
                                    ""application/json"": {
                                        ""schema"": {
                                            ""$ref"": ""#/components/schemas/HTTPValidationError""
                                        }
                                    }
                                },
                            },
                        },
                        ""summary"": ""Read Unicorn"",
                        ""operationId"": ""read_unicorn_unicorns__name__get"",
                        ""parameters"": [
                            {
                                ""required"": True,
                                ""schema"": {""title"": ""Name"", ""type"": ""string""},
                                ""name"": ""name"",
                                ""in"": ""path"",
                            }
                        ],
                    }
                }
            },
            ""components"": {
                ""schemas"": {
                    ""ValidationError"": {
                        ""title"": ""ValidationError"",
                        ""required"": [""loc"", ""msg"", ""type""],
                        ""type"": ""object"",
                        ""properties"": {
                            ""loc"": {
                                ""title"": ""Location"",
                                ""type"": ""array"",
                                ""items"": {
                                    ""anyOf"": [{""type"": ""string""}, {""type"": ""integer""}]
                                },
                            },
                            ""msg"": {""title"": ""Message"", ""type"": ""string""},
                            ""type"": {""title"": ""Error Type"", ""type"": ""string""},
                            ""input"": {""title"": ""Input""},
                            ""ctx"": {""title"": ""Context"", ""type"": ""object""},
                        },
                    },
                    ""HTTPValidationError"": {
                        ""title"": ""HTTPValidationError"",
                        ""type"": ""object"",
                        ""properties"": {
                            ""detail"": {
                                ""title"": ""Detail"",
                                ""type"": ""array"",
                                ""items"": {
